Frequency(Hz),R(ohm),X(ohm),V(V),SoC(%)
0.2,0.0911664,-0.0532233,3.46796,100
0.3,0.0852637,-0.0396319,3.46838,100
0.5,0.0799006,-0.0276008,3.4688,100
0.8,0.076294,-0.0201378,3.46909,100
1,0.0748876,-0.0174885,3.46931,100
2,0.0712715,-0.0117206,3.46949,100
3,0.0695598,-0.00959961,3.46963,100
5,0.0676682,-0.00767304,3.46972,100
8,0.0661774,-0.00652139,3.46976,100
10,0.0655367,-0.00612872,3.46982,100
11,0.0652679,-0.00599139,3.46984,100
21,0.0634673,-0.00555783,3.46989,100
31,0.0622592,-0.00556304,3.46989,100
61,0.0599222,-0.00567677,3.46991,100
81,0.0588587,-0.00572063,3.46991,100
100,0.0580452,-0.00571414,3.46991,100
110,0.057649,-0.00573726,3.46989,100
210,0.0549657,-0.00555111,3.46988,100
310,0.0533343,-0.00522846,3.46988,100
510,0.0511933,-0.00436543,3.46988,100
810,0.0492707,-0.00302475,3.46988,100
1000,0.0484501,-0.00218392,3.46987,100
0.01,0.131378,-0.0565547,3.28758,55
0.02,0.10966,-0.0429758,3.29046,55
0.03,0.100995,-0.0351027,3.29053,55
0.05,0.09314,-0.0268602,3.29082,55
0.08,0.087787,-0.0212118,3.29098,55
0.1,0.0856478,-0.019067,3.2911,55
0.2,0.0800859,-0.0138839,3.29123,55
0.3,0.0774833,-0.0116311,3.29127,55
0.5,0.0747704,-0.00941746,3.29132,55
0.8,0.0727231,-0.00787916,3.29137,55
1,0.0718627,-0.00729639,3.29141,55
2,0.0695335,-0.00604898,3.29145,55
3,0.068294,-0.00563365,3.29148,55
5,0.0667687,-0.00533375,3.2915,55
8,0.065394,-0.00527977,3.29151,55
10,0.0647281,-0.00530753,3.29153,55
11,0.0644237,-0.00535545,3.29152,55
21,0.0623261,-0.00566639,3.29154,55
31,0.0609261,-0.00597413,3.29156,55
61,0.0580829,-0.00643823,3.29158,55
81,0.0567753,-0.00654546,3.29156,55
100,0.0557842,-0.00654211,3.29156,55
110,0.0553547,-0.00651911,3.29155,55
210,0.0522181,-0.00620979,3.29155,55
310,0.050355,-0.00570102,3.29154,55
510,0.0481059,-0.00464242,3.29156,55
810,0.0461216,-0.00313868,3.29155,55
1000,0.0452889,-0.00219917,3.29156,55
0.01,0.1559,-0.0616311,3.26037,30
0.02,0.132573,-0.0472765,3.26429,30
0.03,0.122695,-0.0389725,3.2645,30
0.05,0.113545,-0.0301677,3.26489,30
0.08,0.107268,-0.0239588,3.26506,30
0.1,0.104767,-0.0215624,3.26519,30
0.2,0.0983595,-0.0157871,3.26535,30
0.3,0.0953863,-0.0133079,3.26537,30
0.5,0.0922525,-0.0109007,3.26544,30
0.8,0.0898286,-0.00925963,3.2655,30
1,0.0887882,-0.0086409,3.26555,30
2,0.085892,-0.00731857,3.26558,30
3,0.0843013,-0.00682924,3.26563,30
5,0.0823711,-0.00642825,3.26567,30
8,0.0806553,-0.00618862,3.26569,30
10,0.0798462,-0.00615063,3.2657,30
11,0.0795416,-0.00616646,3.2657,30
21,0.0772042,-0.0062635,3.26572,30
31,0.0756816,-0.00643047,3.26573,30
61,0.0727054,-0.00679289,3.26573,30
81,0.0714126,-0.00688392,3.26572,30
100,0.0703898,-0.00691745,3.26572,30
110,0.06991,-0.00693015,3.26572,30
210,0.0667441,-0.00667622,3.26572,30
310,0.0648801,-0.0063459,3.26572,30
510,0.062511,-0.00561719,3.26571,30
810,0.060366,-0.00456088,3.26572,30
1000,0.0593747,-0.00389774,3.26573,30
0.01,0.124849,-0.0573255,3.32353,75
0.02,0.102666,-0.0427363,3.32608,75
0.03,0.0941272,-0.0344977,3.32609,75
0.05,0.0865789,-0.0260492,3.32634,75
0.08,0.0815564,-0.0203324,3.32649,75
0.1,0.079565,-0.0181883,3.32661,75
0.2,0.0744324,-0.0130576,3.32671,75
0.3,0.0720355,-0.0108542,3.32675,75
0.5,0.0695601,-0.00869801,3.32681,75
0.8,0.0677008,-0.00719042,3.32685,75
1,0.0669328,-0.00662387,3.3269,75
2,0.0648729,-0.00537102,3.32693,75
3,0.0638027,-0.00492347,3.32696,75
5,0.062524,-0.0046455,3.32697,75
8,0.0613487,-0.00461717,3.32699,75
10,0.0607782,-0.00465373,3.32702,75
11,0.0605363,-0.00467881,3.32702,75
21,0.058708,-0.00503884,3.32702,75
31,0.0574421,-0.00531173,3.32703,75
61,0.0549053,-0.00578529,3.32706,75
81,0.0537251,-0.00588879,3.32703,75
100,0.0528376,-0.00589536,3.32703,75
110,0.0524337,-0.00593099,3.32703,75
210,0.0495326,-0.00564548,3.32702,75
310,0.0477982,-0.00512102,3.32702,75
510,0.045633,-0.00401879,3.32703,75
810,0.0437781,-0.00240115,3.32703,75
1000,0.0429863,-0.00139648,3.32703,75
0.01,0.129694,-0.0562264,3.32338,80
0.02,0.108399,-0.0413802,3.32589,80
0.03,0.100268,-0.0331704,3.32593,80
0.05,0.0931725,-0.0248309,3.32618,80
0.08,0.0885005,-0.0191896,3.32634,80
0.1,0.0866852,-0.0170881,3.32646,80
0.2,0.0820227,-0.0121215,3.32659,80
0.3,0.0798757,-0.0100386,3.32662,80
0.5,0.0776333,-0.00804326,3.32667,80
0.8,0.0759396,-0.00668778,3.32671,80
1,0.0752257,-0.00619262,3.32675,80
2,0.0732677,-0.00509296,3.3268,80
3,0.0722301,-0.00471944,3.32682,80
5,0.0709677,-0.00447385,3.32684,80
8,0.0698004,-0.00440107,3.32686,80
10,0.0692397,-0.00440199,3.32686,80
11,0.0689931,-0.00443231,3.32688,80
21,0.0672994,-0.00468447,3.32688,80
31,0.0661479,-0.00485741,3.32688,80
61,0.0639071,-0.00527039,3.32687,80
81,0.0628745,-0.00539481,3.32689,80
100,0.0620678,-0.00544245,3.32687,80
110,0.0617219,-0.0054766,3.32689,80
210,0.0591079,-0.00542419,3.32689,80
310,0.0574775,-0.00518958,3.32688,80
510,0.0553665,-0.00448866,3.32689,80
810,0.0534429,-0.00333867,3.32687,80
1000,0.0526173,-0.00258065,3.32689,80
0.01,0.128025,-0.0603545,3.32298,70
0.02,0.105323,-0.0448191,3.32573,70
0.03,0.0965549,-0.0362205,3.32577,70
0.05,0.0887194,-0.0274183,3.32604,70
0.08,0.0834285,-0.0214444,3.32619,70
0.1,0.0813276,-0.0192032,3.32632,70
0.2,0.0758908,-0.0138134,3.32643,70
0.3,0.0733565,-0.0114905,3.32646,70
0.5,0.0707252,-0.00920516,3.32653,70
0.8,0.0687588,-0.00761401,3.32657,70
1,0.0679517,-0.00701943,3.32661,70
2,0.0657632,-0.0056899,3.32664,70
3,0.0646354,-0.00523527,3.32667,70
5,0.0632673,-0.00494157,3.32669,70
8,0.0620429,-0.00488316,3.32673,70
10,0.0614228,-0.0049173,3.32674,70
11,0.0611768,-0.00493316,3.32674,70
21,0.059227,-0.00523466,3.32675,70
31,0.0579262,-0.00553886,3.32676,70
61,0.0552774,-0.00599037,3.32677,70
81,0.054069,-0.00611159,3.32678,70
100,0.0531346,-0.0061289,3.32676,70
110,0.0527052,-0.00612709,3.32675,70
210,0.0497636,-0.00578744,3.32676,70
310,0.0479601,-0.00524503,3.32675,70
510,0.045773,-0.00411236,3.32675,70
810,0.0439231,-0.00247585,3.32675,70
1000,0.0431171,-0.00145369,3.32675,70
0.01,0.146851,-0.0619953,3.26307,30
0.02,0.123701,-0.0471074,3.26659,30
0.03,0.114037,-0.0387943,3.26668,30
0.05,0.105034,-0.0300918,3.26698,30
0.08,0.0987663,-0.0240149,3.26713,30
0.1,0.0962454,-0.0216702,3.26725,30
0.2,0.0897373,-0.0159857,3.26736,30
0.3,0.086685,-0.013527,3.26737,30
0.5,0.0834618,-0.011104,3.26744,30
0.8,0.0809524,-0.00944918,3.26748,30
1,0.0798779,-0.00882479,3.26753,30
2,0.0768554,-0.00740256,3.26757,30
3,0.0752247,-0.00683962,3.26762,30
5,0.0732868,-0.00630167,3.26764,30
8,0.071636,-0.00591939,3.26766,30
10,0.0708628,-0.00577729,3.26767,30
11,0.0705599,-0.00572482,3.26768,30
21,0.0684521,-0.00564781,3.26769,30
31,0.0671445,-0.0056699,3.26769,30
61,0.0646206,-0.00586733,3.2677,30
81,0.0635091,-0.00592914,3.2677,30
100,0.062653,-0.00591762,3.26771,30
110,0.062247,-0.00593439,3.26769,30
210,0.0595118,-0.00571552,3.26769,30
310,0.0578423,-0.0053689,3.2677,30
510,0.0557261,-0.00458966,3.2677,30
810,0.0538219,-0.00336293,3.26769,30
1000,0.0529785,-0.00262445,3.26769,30
0.01,0.12959,-0.0571804,3.32337,80
0.02,0.10803,-0.042181,3.32585,80
0.03,0.0998516,-0.0339335,3.3259,80
0.05,0.0925897,-0.0255444,3.32616,80
0.08,0.0877358,-0.019883,3.3263,80
0.1,0.0858194,-0.0177514,3.32645,80
0.2,0.0808867,-0.012696,3.32656,80
0.3,0.078606,-0.0105489,3.32658,80
0.5,0.0762321,-0.00846788,3.32663,80
0.8,0.0744423,-0.00706859,3.32667,80
1,0.0736884,-0.00654109,3.32673,80
2,0.0716552,-0.00545193,3.32676,80
3,0.0705717,-0.00515019,3.32679,80
5,0.0692351,-0.00502967,3.32682,80
8,0.067965,-0.00522746,3.32682,80
10,0.0672965,-0.0053507,3.32684,80
11,0.0669994,-0.00541347,3.32684,80
21,0.0647796,-0.00609497,3.32686,80
31,0.0631751,-0.00653297,3.32687,80
61,0.0599911,-0.00716357,3.32687,80
81,0.058485,-0.00728895,3.32686,80
100,0.0573586,-0.00732602,3.32685,80
110,0.0568385,-0.00730649,3.32685,80
210,0.0533065,-0.00683694,3.32686,80
310,0.0513114,-0.00614732,3.32685,80
510,0.0489104,-0.00490888,3.32686,80
810,0.0469056,-0.00321422,3.32686,80
1000,0.0460442,-0.00221907,3.32685,80
0.01,0.125585,-0.0544562,3.32428,90
0.02,0.105092,-0.0397099,3.32645,90
0.03,0.0974179,-0.0317201,3.3265,90
0.05,0.0907239,-0.023657,3.32675,90
0.08,0.0862938,-0.0182578,3.32691,90
0.1,0.0845615,-0.0162409,3.32704,90
0.2,0.0801579,-0.0115152,3.32716,90
0.3,0.078122,-0.0095453,3.32722,90
0.5,0.0759955,-0.0076647,3.32725,90
0.8,0.0743925,-0.00641194,3.3273,90
1,0.0737202,-0.00595236,3.32733,90
2,0.0718717,-0.00501991,3.32738,90
3,0.0708845,-0.0047742,3.32741,90
5,0.069648,-0.00478222,3.32742,90
8,0.0684376,-0.00502025,3.32745,90
10,0.0677891,-0.00520838,3.32744,90
11,0.0675177,-0.00529315,3.32746,90
21,0.065299,-0.006145,3.32746,90
31,0.0636855,-0.0065994,3.32746,90
61,0.0603732,-0.00732861,3.32747,90
81,0.0588636,-0.00744894,3.32748,90
100,0.0577008,-0.00749705,3.32747,90
110,0.0571516,-0.00751134,3.32748,90
210,0.0535363,-0.00700863,3.32748,90
310,0.0514615,-0.00635144,3.32747,90
510,0.0489949,-0.00507947,3.32746,90
810,0.0469527,-0.00337838,3.32747,90
1000,0.0460549,-0.00235391,3.32747,90
0.01,0.142567,-0.0585717,3.28356,45
0.02,0.119875,-0.0446584,3.28652,45
0.03,0.110724,-0.0367767,3.28651,45
0.05,0.102225,-0.0285805,3.28674,45
0.08,0.0962659,-0.0228938,3.28685,45
0.1,0.0938472,-0.0207065,3.28692,45
0.2,0.0875416,-0.0153172,3.28703,45
0.3,0.084581,-0.0129317,3.28705,45
0.5,0.0814843,-0.0105467,3.2871,45
0.8,0.0791405,-0.00887728,3.28714,45
1,0.0781601,-0.00824892,3.28718,45
2,0.0754656,-0.00688682,3.28722,45
3,0.0740396,-0.0064185,3.28726,45
5,0.0722974,-0.00609966,3.28728,45
8,0.0707368,-0.00602613,3.2873,45
10,0.0699793,-0.00607675,3.28732,45
11,0.0696539,-0.00609816,3.28732,45
21,0.0672942,-0.00654687,3.28733,45
31,0.0656441,-0.00690114,3.28734,45
61,0.0623575,-0.0074677,3.28734,45
81,0.0608481,-0.00761314,3.28735,45
100,0.0596948,-0.00765357,3.28734,45
110,0.0591813,-0.00763746,3.28733,45
210,0.0555509,-0.00729571,3.28735,45
310,0.0534169,-0.00677244,3.28733,45
510,0.0508277,-0.00565983,3.28734,45
810,0.0485768,-0.00409278,3.28733,45
1000,0.0475918,-0.00314939,3.28734,45
0.01,0.168539,-0.0741051,3.20023,10
0.02,0.141846,-0.0563202,3.20455,10
0.03,0.130357,-0.0468991,3.20471,10
0.05,0.119196,-0.0372192,3.20509,10
0.08,0.111055,-0.0303993,3.20525,10
0.1,0.107673,-0.02771,3.20535,10
0.2,0.0988241,-0.0210401,3.20549,10
0.3,0.0945872,-0.0180395,3.20549,10
0.5,0.0900492,-0.015013,3.20557,10
0.8,0.086504,-0.0128574,3.20561,10
1,0.0849867,-0.012004,3.20567,10
2,0.0807504,-0.00992072,3.2057,10
3,0.0785647,-0.00899577,3.20574,10
5,0.076091,-0.008019,3.20579,10
8,0.074113,-0.00739784,3.20582,10
10,0.0732345,-0.00720513,3.20584,10
11,0.0728617,-0.00718503,3.20585,10
21,0.0703081,-0.00709203,3.20586,10
31,0.0686139,-0.00727412,3.20588,10
61,0.0652703,-0.00759648,3.20588,10
81,0.0637644,-0.00763532,3.20587,10
100,0.0626404,-0.00760881,3.20587,10
110,0.0621026,-0.00759195,3.20587,10
210,0.0586034,-0.00707111,3.20587,10
310,0.0566218,-0.00642655,3.20586,10
510,0.0542583,-0.00532221,3.20586,10
810,0.0522226,-0.00389172,3.20587,10
1000,0.0513577,-0.00304863,3.20587,10
0.01,0.156895,-0.0681274,3.24987,20
0.02,0.131623,-0.0521783,3.25375,20
0.03,0.12089,-0.0434339,3.25378,20
0.05,0.11057,-0.0343291,3.25406,20
0.08,0.103118,-0.0279089,3.25415,20
0.1,0.10005,-0.0253868,3.25424,20
0.2,0.0920225,-0.0191535,3.25439,20
0.3,0.088198,-0.0163478,3.25438,20
0.5,0.0841484,-0.0135316,3.25442,20
0.8,0.0810219,-0.0115387,3.25446,20
1,0.0796761,-0.0107637,3.25452,20
2,0.0759753,-0.00896131,3.25456,20
3,0.0740137,-0.00820376,3.2546,20
5,0.0717367,-0.00746958,3.25463,20
8,0.0698292,-0.00701874,3.25466,20
10,0.0689743,-0.00690025,3.25468,20
11,0.0686307,-0.00688445,3.25468,20
21,0.0661,-0.00691647,3.2547,20
31,0.0643504,-0.0071664,3.25471,20
61,0.061092,-0.00744096,3.25472,20
81,0.0596146,-0.00746479,3.2547,20
100,0.0585132,-0.00742791,3.2547,20
110,0.0579611,-0.00738715,3.2547,20
210,0.0545342,-0.00676298,3.2547,20
310,0.052587,-0.00608387,3.2547,20
510,0.050317,-0.00487706,3.25471,20
810,0.0484333,-0.00332383,3.25471,20
1000,0.04761,-0.0024251,3.25472,20
0.01,0.125224,-0.0528625,3.32501,85
0.02,0.104691,-0.0394975,3.32727,85
0.03,0.0969532,-0.0318418,3.32724,85
0.05,0.0901643,-0.0239296,3.32746,85
0.08,0.0856751,-0.0185824,3.3276,85
0.1,0.0839196,-0.0165797,3.32771,85
0.2,0.0793749,-0.0118383,3.32781,85
0.3,0.0772562,-0.00983815,3.32785,85
0.5,0.0750428,-0.007908,3.3279,85
0.8,0.0733718,-0.00658677,3.32794,85
1,0.0726719,-0.00608902,3.32798,85
2,0.0707748,-0.00502995,3.32802,85
3,0.0697841,-0.00471328,3.32804,85
5,0.0685745,-0.00458017,3.32805,85
8,0.0674002,-0.00467956,3.32808,85
10,0.0668305,-0.00477921,3.32809,85
11,0.0665857,-0.00485701,3.32808,85
21,0.0645925,-0.00539718,3.3281,85
31,0.0631819,-0.00583406,3.3281,85
61,0.0603994,-0.00639141,3.32811,85
81,0.0590811,-0.00652761,3.32811,85
100,0.0580755,-0.00660676,3.32811,85
110,0.0576194,-0.00661894,3.32812,85
210,0.0544526,-0.00630044,3.3281,85
310,0.0525819,-0.00583477,3.32812,85
510,0.0502941,-0.00479225,3.3281,85
810,0.0483429,-0.00334855,3.32811,85
1000,0.0474961,-0.00247081,3.32811,85
0.01,0.140535,-0.0651184,3.3042,65
0.02,0.11801,-0.0477325,3.30974,65
0.03,0.109137,-0.0385102,3.31099,65
0.05,0.101036,-0.0291068,3.31194,65
0.08,0.0954895,-0.022724,3.3125,65
0.1,0.0933028,-0.0203238,3.31284,65
0.2,0.0876035,-0.0145601,3.31314,65
0.3,0.0849647,-0.012095,3.31325,65
0.5,0.0822252,-0.00968938,3.31336,65
0.8,0.0801726,-0.00803063,3.31344,65
1,0.079324,-0.00742121,3.31352,65
2,0.0770255,-0.00611179,3.31356,65
3,0.075793,-0.00567453,3.3136,65
5,0.0743135,-0.00544442,3.31365,65
8,0.0729209,-0.00544457,3.31368,65
10,0.0722317,-0.0055226,3.31369,65
11,0.0719359,-0.00556881,3.31371,65
21,0.0697336,-0.00610212,3.31372,65
31,0.0681928,-0.0064463,3.31372,65
61,0.065094,-0.007016,3.31373,65
81,0.0636718,-0.007176,3.31373,65
100,0.0626031,-0.00722861,3.31372,65
110,0.0620973,-0.0072524,3.31373,65
210,0.0586597,-0.00692151,3.31373,65
310,0.0566862,-0.006419,3.31373,65
510,0.0542398,-0.00541995,3.31373,65
810,0.0521302,-0.00403486,3.31372,65
1000,0.0512288,-0.00321356,3.31373,65
0.01,0.144445,-0.0571798,3.28393,45
0.02,0.122123,-0.0439604,3.28691,45
0.03,0.113005,-0.036316,3.28691,45
0.05,0.104536,-0.0282499,3.28714,45
0.08,0.0986203,-0.0226239,3.28726,45
0.1,0.0962373,-0.0204635,3.28735,45
0.2,0.0900029,-0.0151236,3.28746,45
0.3,0.0870823,-0.012767,3.28747,45
0.5,0.0840294,-0.010418,3.28752,45
0.8,0.0817038,-0.00876388,3.28756,45
1,0.0807508,-0.00815606,3.2876,45
2,0.0780918,-0.0068226,3.28766,45
3,0.0766605,-0.00635484,3.28768,45
5,0.074932,-0.00603455,3.2877,45
8,0.0733546,-0.00596298,3.28771,45
10,0.0726097,-0.0059965,3.28773,45
11,0.0722922,-0.00602491,3.28774,45
21,0.0699382,-0.00643654,3.28774,45
31,0.068309,-0.00676904,3.28776,45
61,0.0651425,-0.007272,3.28776,45
81,0.0636691,-0.00737569,3.28775,45
100,0.0625726,-0.00742187,3.28775,45
110,0.0620482,-0.00740824,3.28775,45
210,0.0585735,-0.00702527,3.28775,45
310,0.0565327,-0.00647844,3.28775,45
510,0.0541081,-0.00543719,3.28775,45
810,0.0519924,-0.00403667,3.28774,45
1000,0.0510766,-0.00319829,3.28774,45
0.01,0.138268,-0.0632801,3.29407,60
0.02,0.115567,-0.0469162,3.29807,60
0.03,0.106631,-0.0380307,3.29871,60
0.05,0.098415,-0.0289355,3.29932,60
0.08,0.0927774,-0.0227383,3.29967,60
0.1,0.0905113,-0.0203873,3.29991,60
0.2,0.0846653,-0.0147272,3.30011,60
0.3,0.0819514,-0.0122808,3.30019,60
0.5,0.0791336,-0.00990189,3.30027,60
0.8,0.0770189,-0.00828108,3.30034,60
1,0.0761291,-0.00767455,3.30039,60
2,0.0737058,-0.00642511,3.30045,60
3,0.0724159,-0.00604301,3.30049,60
5,0.0707986,-0.00586685,3.30051,60
8,0.0692663,-0.00592994,3.30055,60
10,0.0685364,-0.00606396,3.30055,60
11,0.0681904,-0.00610755,3.30056,60
21,0.0656982,-0.00668828,3.30056,60
31,0.0639692,-0.0070713,3.30058,60
61,0.0605209,-0.00762609,3.30058,60
81,0.0589436,-0.00771291,3.30058,60
100,0.0577591,-0.00769786,3.30058,60
110,0.0572154,-0.00764494,3.30057,60
210,0.053576,-0.00703056,3.30059,60
310,0.0515507,-0.0062977,3.30059,60
510,0.0491512,-0.00496159,3.30057,60
810,0.0471682,-0.0032404,3.30058,60
1000,0.046324,-0.00224554,3.30059,60
0.01,0.132829,-0.0572352,3.28627,50
0.02,0.110367,-0.0438877,3.2892,50
0.03,0.101316,-0.036013,3.28917,50
0.05,0.0930551,-0.0277358,3.28942,50
0.08,0.0873901,-0.0220306,3.28955,50
0.1,0.0851156,-0.0198468,3.28966,50
0.2,0.0792096,-0.0145376,3.28977,50
0.3,0.0764463,-0.0122091,3.28978,50
0.5,0.0735643,-0.00989859,3.28984,50
0.8,0.0713843,-0.00828381,3.28988,50
1,0.070483,-0.00768183,3.28991,50
2,0.0679947,-0.00632282,3.28995,50
3,0.0666795,-0.0058717,3.28999,50
5,0.0651081,-0.00553149,3.29002,50
8,0.0636764,-0.00540814,3.29004,50
10,0.0630141,-0.00543525,3.29004,50
11,0.0627123,-0.00544251,3.29006,50
21,0.0605947,-0.00572981,3.29007,50
31,0.0591664,-0.00597767,3.29007,50
61,0.05631,-0.0063332,3.29006,50
81,0.0550527,-0.0063906,3.29008,50
100,0.0541028,-0.00638502,3.29007,50
110,0.0536442,-0.00638044,3.29006,50
210,0.0505845,-0.00593554,3.29007,50
310,0.048818,-0.00535283,3.29006,50
510,0.0466605,-0.00422737,3.29007,50
810,0.0448223,-0.00260099,3.29007,50
1000,0.0440203,-0.00163211,3.29006,50
0.01,0.156262,-0.0689575,3.24828,20
0.02,0.130933,-0.0524571,3.25213,20
0.03,0.120263,-0.0435441,3.25218,20
0.05,0.11001,-0.0343218,3.25249,20
0.08,0.102612,-0.0278486,3.25262,20
0.1,0.0995695,-0.0253161,3.2527,20
0.2,0.0916125,-0.0190374,3.25282,20
0.3,0.0878412,-0.016235,3.25281,20
0.5,0.083838,-0.0134225,3.25287,20
0.8,0.0807531,-0.0114597,3.25293,20
1,0.0794321,-0.0106983,3.25297,20
2,0.0757566,-0.00894576,3.253,20
3,0.0738035,-0.00822726,3.25305,20
5,0.0715352,-0.00758821,3.25309,20
8,0.0695964,-0.00725464,3.25312,20
10,0.0687076,-0.00715965,3.25313,20
11,0.0683273,-0.00716113,3.25315,20
21,0.065626,-0.00732886,3.25316,20
31,0.0637794,-0.00760472,3.25317,20
61,0.0602441,-0.00789001,3.25317,20
81,0.058652,-0.00788999,3.25316,20
100,0.0574354,-0.00784148,3.25316,20
110,0.0568874,-0.0077865,3.25315,20
210,0.0532259,-0.00703207,3.25316,20
310,0.0512476,-0.00623338,3.25316,20
510,0.0489339,-0.00486317,3.25315,20
810,0.0469998,-0.00308359,3.25315,20
1000,0.0461923,-0.00210839,3.25316,20
0.01,0.170303,-0.104054,3.08233,5
0.02,0.142147,-0.0718637,3.09081,5
0.03,0.130003,-0.0573789,3.09255,5
0.05,0.118416,-0.0434844,3.09392,5
0.08,0.110151,-0.0341932,3.09466,5
0.1,0.106775,-0.0306457,3.09515,5
0.2,0.0980586,-0.0223601,3.09558,5
0.3,0.0939196,-0.0188732,3.09573,5
0.5,0.0894586,-0.0155211,3.09588,5
0.8,0.0859325,-0.0132087,3.096,5
1,0.0843999,-0.0123193,3.09611,5
2,0.080086,-0.0101208,3.09616,5
3,0.0778394,-0.00910185,3.09624,5
5,0.0753238,-0.00800042,3.09628,5
8,0.0733095,-0.00713298,3.09633,5
10,0.0724427,-0.00684146,3.09636,5
11,0.0720966,-0.00671772,3.09637,5
21,0.0697713,-0.00629233,3.09639,5
31,0.0683599,-0.00622058,3.0964,5
61,0.065675,-0.00620811,3.0964,5
81,0.0645083,-0.00615903,3.0964,5
100,0.063606,-0.00614058,3.0964,5
110,0.0632121,-0.00607625,3.0964,5
210,0.060482,-0.00574875,3.0964,5
310,0.0588791,-0.00528775,3.09639,5
510,0.0568387,-0.00449413,3.09641,5
810,0.0550073,-0.0033214,3.09642,5
1000,0.0541986,-0.00259758,3.09642,5
0.01,0.123399,-0.0976511,3.35363,100
0.02,0.104142,-0.0602477,3.35514,100
0.03,0.0967868,-0.0456309,3.35521,100
0.05,0.0899653,-0.0325574,3.35552,100
0.08,0.0851313,-0.0243938,3.35569,100
0.1,0.0831792,-0.0214496,3.35581,100
0.2,0.0780626,-0.0146383,3.35595,100
0.3,0.0756918,-0.0118621,3.35598,100
0.5,0.0732522,-0.00923001,3.35604,100
0.8,0.0714518,-0.00745582,3.35609,100
1,0.0707013,-0.00679429,3.35612,100
2,0.068745,-0.00539657,3.35615,100
3,0.0677413,-0.0049412,3.35619,100
5,0.0665075,-0.0046972,3.35621,100
8,0.0653857,-0.00471499,3.35622,100
10,0.0648085,-0.0048413,3.35624,100
11,0.064558,-0.00486937,3.35625,100
21,0.0626076,-0.00539017,3.35625,100
31,0.0612202,-0.00584966,3.35627,100
61,0.0584206,-0.00643635,3.35626,100
81,0.057139,-0.00663911,3.35627,100
100,0.056097,-0.00669895,3.35626,100
110,0.0556597,-0.00670305,3.35625,100
210,0.0523804,-0.006537,3.35626,100
310,0.0504122,-0.00608691,3.35626,100
510,0.047971,-0.0050548,3.35627,100
810,0.045827,-0.00351391,3.35626,100
1000,0.0449275,-0.00256269,3.35626,100
0.01,0.157435,-0.069422,3.24976,20
0.02,0.131755,-0.0530492,3.2537,20
0.03,0.120875,-0.0441552,3.25372,20
0.05,0.110384,-0.0349225,3.25402,20
0.08,0.102774,-0.0284121,3.25414,20
0.1,0.0996393,-0.0258495,3.25422,20
0.2,0.0914452,-0.0194471,3.25436,20
0.3,0.0875663,-0.0165513,3.25433,20
0.5,0.083488,-0.0136532,3.25438,20
0.8,0.0803488,-0.0115889,3.25444,20
1,0.0790072,-0.0107864,3.25448,20
2,0.0753292,-0.00894355,3.25454,20
3,0.0733944,-0.00818841,3.25458,20
5,0.0711578,-0.00749168,3.25461,20
8,0.0692808,-0.00707968,3.25465,20
10,0.0683879,-0.0070005,3.25466,20
11,0.0680519,-0.00697802,3.25466,20
21,0.0654349,-0.00713387,3.25469,20
31,0.0636404,-0.00735852,3.2547,20
61,0.0602365,-0.00766552,3.25469,20
81,0.0586778,-0.0076948,3.25469,20
100,0.0575202,-0.00763933,3.25468,20
110,0.0569819,-0.00758701,3.25468,20
210,0.0534074,-0.00686177,3.25467,20
310,0.0514516,-0.00608962,3.25468,20
510,0.0491519,-0.00474163,3.25468,20
810,0.0472158,-0.00301057,3.25468,20
1000,0.0464118,-0.00199596,3.25467,20
0.01,0.17204,-0.0764575,3.20391,10
0.02,0.144729,-0.0580054,3.20843,10
0.03,0.132904,-0.048353,3.2086,10
0.05,0.121361,-0.0384784,3.20899,10
0.08,0.112867,-0.031479,3.20915,10
0.1,0.109343,-0.0286911,3.20923,10
0.2,0.100129,-0.0217592,3.20938,10
0.3,0.0957484,-0.0186429,3.20936,10
0.5,0.0910822,-0.0154777,3.20943,10
0.8,0.0874391,-0.0132279,3.20949,10
1,0.0858783,-0.0123362,3.20955,10
2,0.081557,-0.0101769,3.20959,10
3,0.0793346,-0.00920723,3.20963,10
5,0.0768185,-0.00823627,3.20969,10
8,0.0748074,-0.00761944,3.20971,10
10,0.0739048,-0.00747775,3.20972,10
11,0.0735267,-0.00742485,3.20974,10
21,0.0708472,-0.00747399,3.20976,10
31,0.0690307,-0.00766128,3.20977,10
61,0.0654785,-0.00800595,3.20976,10
81,0.063887,-0.00804051,3.20976,10
